filename,authors,journal,doi,database,region,spatialScale,latitude,longitude,numStations,period,dataResolution,recordLength,dataSource,erosivityIndex,methodology,methodCategory,validationMethod,erosivityTrend,percentChange,absoluteChange,trendSignificance,trendDriver,scenario,projectionHorizon,projectedChange245,projectedChange585,gcmModel,cmipGeneration,baselinePeriod,downscalingMethod,uncertaintySource,uncertaintyType,uncertaintyMagnitude,biasCorrection,dataScarcityLevel,satelliteUsed,keyFinding,section,policyLink,qualityScore,readTier,_model_used,_key_used,pub_year,trend_clean,method_clean,resolution_clean,macro_region,scarcity_clean,satellite_clean,significance_clean,quality_num,lat,lon,section_clean,proj_high_emission,proj_medium_emission,proj_year_horizon,proj_baseline,proj_gcm,proj_scenario,proj_confidence,proj_where_found
"Li et al. - 2020 - Suitability of TRMM products with different temporal resolution (3-hourly, daily, and monthly) for r.pdf",Li et al.2020,Remote Sens.,10.3390/rs12233924,GScholar,Global,Continental,,,1,1980-2020,3-Hourly,1,TRMM,RE,"The study used TRMM 3B42 3-hourly, daily, and 3B43 monthly rainfall data to estimate rainfall erosivity (RE) in the Poyang Lake basin, China.",Remote Sensing,,,,,,,Historical,,,,,,1981-2010,,,,,,,TRMM,"The study found that TRMM 3-hourly product had a significant systematic underestimation of monthly RE, especially during the period of April–June for the large values.",Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2020.0,,Remote Sensing,Hourly,Global,,TRMM,,,,,Sec3: Observed Trends,,,,,,,,
Li et al. - 2022 - Study on multidimensional changes of rainfall erosivity during 1970–2017 in the North–South Transiti.pdf,Li et al.2022,Frontiers in Environmental Science,10.3389/fenvs.2022.969522,GScholar,China,Regional,34.0,106.0,1,1970-2017,Daily,48,GPM,EI30,This study analyzed the spatial and temporal characteristics of RE and their driving mechanisms in the Qinba Mountains from 1970 to 2017 using a daily rainfall model.,Statistical,,No trend,,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,GPM,"The RE between 1970 and 2017 averaged 4,197.85 MJ mm hm−2 h−1 a−1, with a mutation coefﬁcient of 0.16.",Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key2,2022.0,No Trend,Statistical,Daily,China,,GPM,,,34.0,106.0,Sec4: Modelling,,,,,,,,
Li et al. - 2025 - Experimental study on in-situ simulation of rainfall-induced soil erosion in forest lands converted.pdf,Li et al.2025,PLOS ONE,10.1371/journal.pone.0317889,GScholar,China,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sec1:Intro,,,Tier1-Full,llama-3.1-8b-instant,Key3,2025.0,,,,China,,,,,,,Sec1: Introduction,,,,,,,,
Liu and Zhang - 2019 - Research on the optimal vegetation cover for remote sensing assessment of soil erosion risk using th.pdf,Liu et al.2019,Journal of Geoscience and Environment Protection,10.4236/gep.2019.72002,GScholar,Global,Global,,,,1980-2020,Mixed,,Remote Sensing,Other,"Based on the temporal relationship of the two most active impact factors, rainfall and vegetation, an index of RV is developed and used to indicate the relative erosion risk during the year.",Statistical,,,,,,,Historical,,,,,,,No downscaling,,,,,,No-ground only,"The results show that annual variation of rainfall is significant, and vegetation is relatively stable, resulting in their matching relationship is different in each year.",Sec3:Observed,,,Tier4-Citation,llama-3.1-8b-instant,Key1,2019.0,,Statistical,Mixed/Event,Global,,Ground Only,,,,,Sec3: Observed Trends,,,,,,,,
Liu et al. - 2020 - Spatial distribution and temporal trends of rainfall erosivity in Three Gorges Reservoir Area of Chi.pdf,Liu et al.2020,Mathematical Problems in Engineering,10.1155/2020/5302679,WoS,China,Regional,29.0,115.0,40,1960-2010,Daily,50,Daily rainfall data from 40 stations,EI30,The Mann–Kendall test and Co–kriging interpolation method were applied to detect the temporal trends and spatial patterns.,Statistical,Mann–Kendall test,No trend,1.0,,Not significant,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,,High,No-ground only,"The findings could provide useful information both for soil erosion prediction, land management practices, and sediment control project of TGRA.",Sec4:Modelling,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2020.0,No Trend,Statistical,Daily,China,High,Ground Only,Significant (p<0.05),3.0,29.0,115.0,Sec4: Modelling,,,,,,,,
Liu et al. - 2022 - Spatiotemporal variations and causes of windrainfall erosion climatic erosivity in Qinghai Province.pdf,Liu et al.2022,Atmosphere,10.3390/atmos13101649,GScholar,"Qinghai Province, China",Regional,36.65,100.85,50,1970-2020,Daily,51,50 meteorological stations,C-factor and Rday-factor,"The Mann–Kendall test, trend analysis, and K-means clustering method were used to explore the spatiotemporal characteristics of regional wind/rainfall climatic erosivity.",Statistical,,Declining and Increasing,+6.5/10a and +24.0 MJ·mm/(hm2·h·10a),,p<0.01,"Wind speed, temperature, rainfall, and sunshine duration for wind-erosion climatic erosivity, and annual erosive rainfall, number of rainy days, and sunshine duration for rainfall erosivity",Historical,,,,,,1970-2020,,,,,,Low,No-ground only,"Wind-erosion climatic erosivity and rainfall erosivity were obviously asynchronous on an annual basis, and the period of their combination extended the time of soil erosion.",Sec3:Observed,,,Tier1-Full,llama-3.1-8b-instant,Key3,2022.0,Mixed,Statistical,Daily,China,Low,Ground Only,Significant (p<0.01),,36.65,100.85,Sec3: Observed Trends,,,,,,,,
Liu et al. - 2023 - Spatiotemporal variability in rainfall erosivity and its teleconnection with atmospheric circulation.pdf,Liu et al.2024,Sustainability,10.3390/su16010111,Scopus,China,National,35.0,105.0,611,1960-2020,Daily,60,In-situ observations,EI30,Random forest was used to identify key climatic drivers closely linked to RE. Daily precipitation data from 611 stations were analyzed to study the spatiotemporal changes in RE.,Statistical,,Increasing,+81.67%,81.67 MJ·mm·ha−1·h−1/decade,,Climate change,,,,,,,,,,,,,Low,No-ground only,"The study found a significant increasing trend in rainfall erosivity in China, with an average increase of 81.67 MJ·mm·ha−1·h−1/decade. The Eastern Monsoon Region showed the greatest change rate, with an increase of 108.54 MJ·mm·ha−1·h−1/decade.",Sec3:Observed,"SDG15.3, UNCCD",4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2024.0,Increasing,Statistical,Daily,China,Low,Ground Only,,4.0,35.0,105.0,Sec3: Observed Trends,+13.5 to +25.9%,,20152100,19611990,10 CMIP6 models,SSP1/2/3/5,HIGH,Abstract
Liu et al. - 2025 - Effects of soil particle size on rainfall-induced erosion of near-horizontal layered slopes.pdf,Liu et al.2025,PLOS One,10.1371/journal.pone.0331153,Scopus,Northwest China,Local,41.827,80.074,1,,,,Indoor model box test,,The study used rainfall simulation equipment in an indoor model box test to investigate the erosion damage characteristics of three different grain size compositions of nearly horizontal laminated soil slopes under rainfall.,Observation,,,,,,,,,,,,,,,,,,,,,"The study found that rainfall, slope soil properties and cracks are the main causes of erosion damage on slopes, and that soil slopes with coarse-grained sand have less erosion damage due to good permeability of the sand layer.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2025.0,,Observational,,China,,,,4.0,41.827,80.074,Sec3: Observed Trends,,,,,,,,
Lukić et al. - 2019 - Rainfall erosivity and extreme precipitation in the Pannonian basin.pdf,Lukić et al.2019,Open Geosci,10.1515/geo-2019-0053,Scopus,Pannonian basin,Sub-national,45.2671,19.8335,14,1961-2014,Daily,53,European Climate Assessment and Dataset,MFI,Statistical analysis and Geographic Information System (GIS) were used to assess rainfall erosivity and extreme precipitation indices.,Statistical,,Increasing,,,p<0.05,,,,,,,,,,,,,,Medium,,"The study found an increase in rainfall erosivity for most of the investigated area, with a shift from low to moderate erosivity class.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key3,2019.0,Increasing,Statistical,Daily,Europe,Medium,,,4.0,45.2671,19.8335,Sec3: Observed Trends,,,,,,,,
Lukić et al. - 2021 - Application of Angot precipitation index in the assessment of rainfall erosivity Vojvodina Region c.pdf,Lukić et al.2021,Acta Geographica Slovenica,https://doi.org/10.3986/AGS.8754,Scopus,"Vojvodina Region, North Serbia",Sub-national,45.2671,19.8453,12,1946-2014,Monthly,68,Meteorological stations,Angot precipitation index,The paper uses the Angot precipitation index to assess rainfall erosivity in the Vojvodina Region. Monthly and annual mean precipitation values were used to calculate the rainfall erosivity index.,Statistical,,,,,p<0.05,,,,,,,,,,,,,,,No-ground only,"The study found that various susceptibility classes are identified within the observed period, with a higher presence of very severe rainfall erosion in June and July.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key1,2021.0,,Statistical,Monthly,Other/Regional,,Ground Only,,4.0,45.2671,19.8453,Sec3: Observed Trends,,,,,,,,
Lv et al. - 2020 - Erosion characteristics of different reclaimed substrates on iron tailings slopes under simulated ra.pdf,Lv et al.2020,Scientific Reports,10.1038/s41598-020-61121-z,Scopus,China,Local,37.7833,112.55,6,,Sub-hourly,,Experimental soil flumes,Other,The study measured the slope erosion characteristics of six reclaimed substrates under three simulated intermittent rainfall events.,Observation,,,,,p<0.05,,,,,,,,,,,,,,,,Adding agricultural organic wastes such as mushroom residues to tailings and reducing soil addition may be an effective way to reduce erosion and promote ecological restoration in soilless tailings areas.,Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key2,2020.0,,Observational,Sub-hourly,China,,,,4.0,37.7833,112.55,Sec3: Observed Trends,,,,,,,,
"Martínez-Mena et al. - 2020 - Long-term effectiveness of sustainable land management practices to control runoff, soil erosion, an.pdf",Martínez-Menaa et al.2020,Catena,10.1016/j.catena.2019.104352,Scopus,Mediterranean,Local,38.0,-1.2,2,2010-2016,Event-based,6,Field measurements,Other,Open erosion plots were set up to monitor the effects of SLM on soil carbon and nutrients and on soil erosion after each rainfall event.,Observation,,,-65%-85%,,p<0.05,SLM practices,,,,,,,,,,,,,Low,No-ground only,"SLM practices reduced runoff, erosion, and mobilization of organic carbon and nutrients in sediments.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key3,2020.0,,Observational,Mixed/Event,Europe,Low,Ground Only,,4.0,38.0,-1.2,Sec3: Observed Trends,,,,,,,,
Matthews et al. - 2025 - Dynamic assessment of rainfall erosivity in Europe evaluation of EURADCLIM ground-radar data.pdf,Matthews et al.2025,Hydrol. Earth Syst. Sci.,https://doi.org/10.5194/hess-29-5299-2025,Scopus,Europe,Continental,47.0,15.0,1000,1980-2020,30-minute,5,"EURADCLIM, GloREDa",EI30,"The study evaluates the ground radar-based EURADCLIM precipitation grids to quantify rainfall erosivity across European countries. Compared to GloREDa gauge-based interpolations, EURADCLIM overpredicts rainfall erosivity.",Statistical,Kling-Gupta Efficiency (KGE),No trend,0%,,p<0.01,,Historical,,,,,,1981-2010,,Radar artefacts,Model structural,+/-15%,Yes-QM,Low,GPM,The study shows the value of ensemble R-factor layers of EURADCLIM with three other rainfall erosivity grids.,Sec4:Modelling,"SDG15.3, IPCC AR6, UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2025.0,No Trend,Statistical,Sub-hourly,Europe,Low,GPM,Significant (p<0.01),4.0,47.0,15.0,Sec4: Modelling,,,,,,,,
Meddi - 2013 - Sediment transport and rainfall erosivity evolution in twelve basins in central and western Algeria.pdf,Santos et al.2013,Journal of Urban and Environmental Engineering,10.4090/juee.2013.v7n2.253263,RefList,Central and Western Algeria,Regional,,,12,1930-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sec2:Theory,,,,llama-3.1-8b-instant,Key2,2013.0,,,,Other/Regional,,,,,,,Sec2: Theory,,,,,,,,
Mello et al. - 2011 - El-Niño southern oscillation and rainfall erosivity in the headwater region of the Grande River Basi.pdf,Mello et al.2011,Hydrol. Earth Syst. Sci. Discuss.,10.5194/hessd-8-10707-2011,Scopus,South America,Regional,-15.0,-43.0,2,2006-2010,Monthly,5,GPM,EI30,Pearson’s coefficient of correlation was used to evaluate the relationships between the rainfall variables and SST and MEI.,Statistical,Significant correlations between the rainfall variables and SST and MEI.,No trend,,,p<0.01,ENSO indicators,Historical,,,,,,1981-2010,,Model structural,Model structural,,,Low,GPM,SST positive oscillations play a more important role in rainfall erosivity.,Sec3:Observed,,3.0,Tier2-Selective,llama-3.1-8b-instant,Key3,2011.0,No Trend,Statistical,Monthly,Americas,Low,GPM,Significant (p<0.01),3.0,-15.0,-43.0,Sec3: Observed Trends,,,,,,,,
"Mello et al. - 2012 - Sea surface temperature (SST) and rainfall erosivity in the Upper Grande River Basin, southeast Braz.pdf",Mello et al.2012,Ciênc. agrotec.,,RefList,South America,Regional,,,,2006-2010,,,,,Pearson’s coefficient of correlation was used to evaluate the relationships between rainfall variables and SST.,Statistical,,,,,,El-Niño phenomenon,,,,,,,,,,,,,,,The El-Niño phenomenon can be considered an important factor in the intense rainfall behavior of the Upper Grande River Basin.,Sec2:Theory,,,,llama-3.1-8b-instant,Key1,2012.0,,Statistical,,Americas,,,,,,,Sec2: Theory,,,,,,,,
Meusburger et al. - 2012 - Spatial and temporal variability of rainfall erosivity factor for Switzerland.pdf,Meusburger et al.2012,Hydrol. Earth Syst. Sci.,10.5194/hess-16-167-2012,WoS,Switzerland,National,47.0,8.0,71,1980-2002,10 min,22,Automatic gauging stations,R-factor,Regression-kriging was used to interpolate the rainfall erosivity values of single stations and to generate a map for Switzerland.,Statistical,,Increasing,+12.4%,,p < 0.005,Seasonal changes in vegetation cover,Historical,,,,,,1981-2010,,,,,,Low,No-ground only,"The increasing trends of rainfall erosivity in May, September and October when vegetation cover is scarce are likely to enhance soil erosion risk for certain agricultural crops and alpine grasslands in Switzerland.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2012.0,Increasing,Statistical,Sub-hourly,Europe,Low,Ground Only,,4.0,47.0,8.0,Sec3: Observed Trends,,,,,,,,
Mezősi and Bata - 2016 - Estimation of the changes in the rainfall erosivity in Hungary.pdf,Mezősi et al.2016,Journal of Environmental Geography,10.1515/jengeo-2016-0011,RefList,Hungary,National,46.25,20.1,4,2000-2013,30-minute,13,REMOModels,MFI,The rainfall erosivity factor (R) is calculated by multiplying the kinetic energy of precipitation (E) by the maximum rainfall intensity during a period of 30-minutes for each rainstorm (ExI30).,Statistical,,,,,,,Historical,,,,,,,,Model structural,Model structural,,,Low,,"The rainfall erosivity factor (R) in Hungary varies between 360 and 1,000, with an average value compared to other European data.",Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2016.0,,Statistical,Sub-hourly,Other/Regional,Low,,,3.0,46.25,20.1,Sec3: Observed Trends,,,,,,,,
"Mohammed et al. - 2016 - Studying rainfall changes and water erosion of soil by using the WEPP model in Lattakia, Syria.pdf",Mohammed et al.2016,Journal of Agricultural Sciences,10.2298/JAS1604375M,RefList,Mediterranean region,Local,,,6,2016-2039,,24,WEPP model,,The Water Erosion Prediction Project (WEPP) model was used to simulate the potential impacts of climate change on soil erosion and surface runoff in different places around the world.,Process-based,,Decreasing,-7.11 mm per year,170 mm,p<0.01,Climate change,Historical,,,,,,,,,,,,Low,,"The study found a linear decrease in rainfall amount of about 7.11 mm per year, and a decrease in soil erosion amount in the agricultural system.",Sec4:Modelling,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2016.0,Decreasing,Process-Based,,Europe,Low,,Significant (p<0.01),3.0,,,Sec4: Modelling,,,,,,,,
Moreira et al. - 2016 - Spatial interpolation of rainfall erosivity using artificial neural networks for southern Brazil con.pdf,Moreira et al.2016,Rev Bras Cienc Solo,10.1590/18069657rbcs20150132,Scopus,Southern Brazil,Local,-30.0,-54.0,103,1980-2020,Monthly,1,ClimaBR 2.0,EI30,The study used Artificial Neural Networks (ANNs) for spatial interpolation of the monthly and annual values of rainfall erosivity at any location in the state of Rio Grande do Sul.,Statistical,,,,,,,Historical,,,,,,1981-2010,,,,,,High,,The study developed Artificial Neural Networks (ANNs) for spatial interpolation of rainfall erosivity in Southern Brazil.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2016.0,,Statistical,Monthly,Americas,High,,,,-30.0,-54.0,Sec3: Observed Trends,,,,,,,,
Nanko et al. - 2016 - Rainfall erosivity–intensity relationships for normal rainfall events and a tropical cyclone on the.pdf,Nanko et al.2016,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022169416000391,WoS,South Carolina,Local,33.98,-79.04,1,2010-2011,Sub-hourly,2,Optical disdrometer,Kinetic energy,"The relationships between rainfall intensity (I), and median volume raindrop diameter, and three rainfall erosivity indices (kinetic energy, momentum, and momentum multiplied by the drop diameter) were developed using an optical disdrometer deployed in the intertidal zone during summer and fall of 2010 and 2011.",Statistical,,,,,p<0.001,,Historical,,,,,,1981-2010,No downscaling,,,,,Low,No-ground only,New erosivity-I relationships were derived to help characterize soil erosion processes in salt marsh areas for normal events.,Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2016.0,,Statistical,Sub-hourly,Other/Regional,Low,Ground Only,,3.0,33.98,-79.04,Sec3: Observed Trends,,,,,,,,
Nel et al. - 2010 - Short communication Effect of altitude on erosive characteristics of concurrent rainfall events in.pdf,W Nel et al.2010,Water SA,,WoS,South Africa,Local,-32.9,27.5,2,2002-2005,5-min interval,4,"GloREDa,CHIRPS,GPM",Erosivity Density,High-resolution rainfall data from two stations in the northern KwaZulu-Natal Drakensberg provide insight into the effect of altitude on individual rainfall event characteristics.,Observation,,Decreasing,,,,,Historical,,,,,,,,,,,,Low,No-ground only,"The escarpment appears to limit erosivity, with only 11 events meeting the set criteria for erosivity in the foothills but failing to meet the same criteria on the escarpment.",Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2010.0,Decreasing,Observational,Sub-hourly,Africa,Low,Ground Only,,3.0,-32.9,27.5,Sec3: Observed Trends,,,,,,,,
Nel et al. - 2012 - The nature of erosive rainfall on a tropical volcanic island with an elevated interior.pdf,Nel et al.2022,,,,Mauritius,Local,-20.25,57.5,5,2004-2008,6-minute,5,Mauritius Meteorological Services,EI30,"The study used 6-minute-interval rainfall data to investigate the intensity, kinetic energy, and erosive attributes of individual rainfall events on the island of Mauritius.",Observation,,,31.0,,p<0.001,,Historical,,,,,,,,,,,,Low,,The study highlights the importance of using rainfall records at an event scale in soil erosion risk assessments on tropical islands with a complex topography.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2022.0,,Observational,Sub-hourly,Other/Regional,Low,,,,-20.25,57.5,Sec3: Observed Trends,,,,,,,,
Nel et al. - 2016 - Intra-event characteristics of extreme erosive rainfall on Mauritius.pdf,Nel et al.2022,,,,Mauritius,Local,20.17,57.5,6,2004-2008,,4,Mauritius Meteorological Services,,Intra-event characteristics of extreme erosive rainfall on Mauritius were analysed to provide the first detailed intra-storm data for a tropical island environment.,Observation,,,81.0,,,,Historical,,,,,,,,,,,,,,"The study suggests that even though the within-event rainfall characteristics is complex it has implications for soil erosion risk, and that in tropical island environments the within-storm distribution of rainfall must be incorporated in soil loss modelling.",Sec3:Observed,,5.0,Tier1-Full,llama-3.1-8b-instant,Key3,2022.0,,Observational,,Other/Regional,,,,5.0,20.17,57.5,Sec3: Observed Trends,,,,,,,,
Neumann et al. - 2022 - Effect of plot size and precipitation magnitudes on the activation of soil erosion processes using s.pdf,Neumann et al.2022,Frontiers in Environmental Science,10.3389/fenvs.2022.949774,GScholar,Czech Republic,Local,49.8,14.4,2,2022,,1,Rainfall simulator,,The study used simulated rainfall experiments with two different devices of different sizes to assess the effect of plot size and precipitation magnitudes on the activation of soil erosion processes in vineyards.,Observation,,,,,,,Historical,,,,,,,,,,,,,No-ground only,The study found that plot size and precipitation magnitudes have a significant effect on the activation of soil erosion processes in vineyards.,Sec3:Observed,,,Tier1-Full,llama-3.1-8b-instant,Key1,2022.0,,Observational,,Europe,,Ground Only,,,49.8,14.4,Sec3: Observed Trends,,,,,,,,
Ngezahayo et al. - 2019 - Rainfall induced erosion of soils used in earth roads.pdf,Ngezahayo et al.2023,E3S Web of Conferences,https://doi.org/10.1051/e3sconf/20199217006,WoS,Global,Local,,,,,,,,,A laboratory rainfall simulator was used to identify the performance of an earth road surface compacted at the maximum dry density against rainfall energy and surface flow.,Observation,,,,,,,,,,,,,,,,,,,,,The study revealed that erosion in earth roads can be understood and mitigated to a certain extent.,Sec3:Observed,,,,llama-3.1-8b-instant,Key2,2023.0,,Observational,,Global,,,,,,,Sec3: Observed Trends,,,,,,,,
P.u. et al. - 2017 - A review of rainfall erosivity as a natural factor of gully erosion.pdf,Igwe et al.2017,"International Journal of Environment, Agriculture and Biotechnology (IJEAB)",10.22161/ijeab/2.6.49,RefList,Global,Global,,,,1980-2020,,,,,"A review of academic/journal articles, textbooks, internet materials, conference papers and publicly available materials on gully erosion and rainfall erosivity as one of its factors.",Review,,,,,,,,,,,,,,,,,,,,,"Recommendations to reduce the influence of rainfall as a factor of soil erosion include planting of trees and grasses that reduce the impact of rainfall to detach soil particles, conservation practices such as terracing, strip cropping and contour ploughing, a shift from rain-fed agriculture to dry season farming and grants to the affected people and landholders to manage gully erosion using adaptive measures based on their indigenous knowledge.",Sec2:Theory,"SDG15.3,IPCC AR6,UNCCD",,Tier4-Citation,llama-3.1-8b-instant,Key3,2017.0,,Review,,Global,,,,,,,Sec2: Theory,,,,,,,,
Panagos et al. - 2015 - Rainfall erosivity in Europe.pdf,Panagos et al.2017,Journal of Environmental Science,10.1039/c7ew00123x,Scopus,Europe,Continental,48.8567,2.3522,1541,1980-2010,Daily,30,GloREDa,EI30,The study used the Revised Universal Soil Loss Equation (RUSLE) to estimate the rainfall erosivity.,Statistical,,Decreasing,-12.4%,,p<0.01,Climate change,,,,,,,,No downscaling,,,,No,High,No-ground only,"The study found that the rainfall erosivity in Europe has a decreasing trend, which is mainly driven by climate change.",Sec3:Observed,"UNCCD,IPCC AR6",4.0,Tier1-Full,llama-3.3-70b-versatile,Key3,2017.0,Decreasing,Statistical,Daily,Europe,High,Ground Only,Significant (p<0.01),4.0,48.8567,2.3522,Sec3: Observed Trends,,,,,,,,
Panagos et al. - 2015 - Reply to the comment on Rainfall erosivity in Europe by Auerswald et al.pdf,Panagos et al.2015,Science of the Total Environment,10.1016/j.scitotenv.2015.05.020,Scopus,Europe,Continental,,,1541,varies,Sub-hourly,17,REDES,R-factor,Pan-European rainfall data compilation and interpolation,Statistical,Comparison with previous studies,,5.0,,,,,,,,,,,,Data scarcity and temporal resolution,Data scarcity,,No,Medium,No-ground only,The Pan-European rainfall erosivity map is a significant improvement over previous products at this scale,Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2015.0,,Statistical,Sub-hourly,Europe,Medium,Ground Only,,4.0,,,Sec3: Observed Trends,,,,,,,,
Panagos et al. - 2017 - Global rainfall erosivity assessment based on high-temporal resolution rainfall records.pdf,Panagos et al.2017,Scientific Reports,10.1038/s41598-017-04282-8,Scopus,Global,Global,,,3625,,Sub-hourly,,Multiple,EI30,Gaussian Process Regression (GPR) was used to develop a global erosivity map at 30 arc-seconds (~1 km).,Statistical,,,20.0,,,,,,,,,,,,,,,,Medium,No-ground only,"The mean rainfall erosivity was estimated to be 2,190 MJ mm ha−1 h−1 yr−1, with the highest values in South America and the Caribbean countries, Central east Africa and South east Asia.",Sec3:Observed,"SDG15.3, IPCC AR6, UNCCD",4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2017.0,,Statistical,Sub-hourly,Global,Medium,Ground Only,,4.0,,,Sec3: Observed Trends,,,,,,,,
Patriche et al. - 2023 - Simulation of rainfall erosivity dynamics in Romania under climate change scenarios.pdf,Patriche et al.2023,Sustainability,10.3390/su15021469,Scopus,Romania,National,46.0,25.0,,2041-2060,Daily,20,CHESLA,RUSLE,A statistical non-parametric model was developed to predict rainfall erosivity based on the modified Fournier index. The model was applied to future precipitation evolution scenarios using data from the CHESLA database.,Statistical,,Increasing,+18%,From 785 to 930.2 MJ mm ha-1 h-1 yr-1,,Climate change,RCP 4.5 and 8.5,2041-2060,,,Average of 5 climate models,,,,,,,,,No,"Rainfall erosivity is likely to increase in Romania, especially in the south-western, western and eastern parts of the country, which may cause a corresponding increase in soil erosion rates.",Sec4:Modelling,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key3,2023.0,Increasing,Statistical,Daily,Europe,,Ground Only,,4.0,46.0,25.0,Sec4: Modelling,+0.3% to +2.6%,+0.9% to +2.4%,20412080,Current (RUSLE 2015),5 climate models,"RCP 4.5, 8.5",HIGH,Abstract
"Petroselli et al. - 2021 - Comparative evaluation of the rainfall erosivity in the Rieti province, Central Italy, using empiric.pdf",Petroselli et al.2021,Hydrology,10.3390/hydrology8040171,Scopus,Central Italy,Local,42.4333,12.8667,,,,,,R-factor,The study used empirical formulas and a stochastic rainfall generator to estimate rainfall erosivity in the Rieti province of Central Italy.,Statistical,,,,,,,,,,,,,,,,,,,High,,The study identified three empirical formulas that provided better results for estimating rainfall erosivity in the Rieti province of Central Italy.,Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2021.0,,Statistical,,Europe,High,,,4.0,42.4333,12.8667,Sec3: Observed Trends,,,,,,,,
Piacentini et al. - 2018 - Analysis of soil erosion induced by heavy rainfall A case study from the NE Abruzzo hills area in c.pdf,Piacentini et al.2018,Water,10.3390/w10101314,GScholar,Central Italy,Local,42.3,14.1,3,2007-2012,Daily,5,"Rain gauge data, satellite rainfall data",,"Direct measurements (field plots, pins, detailed digital elevation models, DEM, morphometry and photogrammetry)",Observation,,,,,,,Historical,,,,,,,,,,,,,No-ground only,The triggering threshold for heavy soil erosion shows an expected value of ~100–110 mm.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2018.0,,Observational,Daily,Europe,,Ground Only,,,42.3,14.1,Sec3: Observed Trends,,,,,,,,
Pontes et al. - 2017 - Spatial distribution of annual and monthly rainfall erosivity in the jaguarí river basin.pdf,Pontes et al.2017,Rev Bras Cienc Solo,10.1590/18069657rbcs20160407,Scopus,Jaguarí River Basin,Local,-21.0,-43.0,1,1980-2020,30-minute,1,"GloREDa,CHIRPS,GPM",EI30,"An equation was used to estimate the (EI30) in accordance with the average monthly and total annual rainfall at rainfall stations with data available for the study area. In the regression kriging technique, the deterministic part was modeled using multiple linear regression between the dependent variable (EI30) and environmental predictor variables: latitude, longitude, and altitude.",Statistical,Regression kriging,,52.0,,p<0.05,,Historical,,,,,,1981-2010,,,,,,Low,,A direct correlation between erosivity and altitude could be observed. Erosivity has a markedly seasonal behavior in accordance with the rainy season from October to March.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2017.0,,Statistical,Sub-hourly,Other/Regional,Low,,,,-21.0,-43.0,Sec3: Observed Trends,,,,,,,,
Prosdocimi et al. - 2017 - Rainfall simulation and Structure-from-Motion photogrammetry for the analysis of soil water erosion.pdf,Prosdocimi et al.2017,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2016.09.036,WoS,Mediterranean,Local,,,,,,,,,Rainfall simulation and Structure-from-Motion photogrammetry for the analysis of soil water erosion in Mediterranean vineyards.,Observation,,,,,,,,,,,,,,,,,,,,,"Soil water erosion is a serious problem, especially in agricultural lands. Among these, vineyards deserve attention, because they constitute for the Mediterranean areas a type of land use affected by high soil losses.",Sec3:Observed,,,Tier1-Full,llama-3.1-8b-instant,Key1,2017.0,,Observational,,Europe,,,,,,,Sec3: Observed Trends,,,,,,,,
